level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
4,country,Israel,137.12,49.56,303.8679999,471.85,475.199,1576.598,1616.775,1990.376,1966.699,4187.194,6957.443,1771.719,1582.835,3322.393,2947.35,4818.272,14395.879,8798.282,10274.699,4607.028,6984.909,8653.401,9017.54,11842.324,6049.105,11336.502,11988.255,16892.825,21514.605,17362.681,24283.378,29615.079
4,country,Japan,1806.039008,1284.26882,2755.603983,210.4354395,888.3844709,41.46307235,228.0835455,3224.61836,3192.576296,12741.33635,8322.739294,6241.595833,9239.348263,6323.977642,7815.417818,2775.758043,-6505.843558,22548.85099,24425.12215,11938.34141,-1251.810494,-1758.334482,1731.531949,2303.718219,12029.78823,2975.527938,19358.83601,9355.587239,9962.720845,13755.37321,10702.56677,24652.03117
4,country,"Korea, Republic of",1045.6,1455.2,1001.6,832.2999999,1136.6,2487.1,2782.6,3301.1,5989.2,10726.3,11509.4,6522.3,5475.1,7010,13294.4,13643.2,9161.9,8826.9,11187.5,9021.9,9497.4,9773,9495.9,12766.6,9273.6,4104.1,12104.3,17912.9,12182.6,9634.3,8764.9,16819.7
4,country,New Zealand,1684.763155,1691.366072,1088.200066,2211.822687,2616.630695,2849.961939,3918.61704,1917.456791,1825.772782,941.4641116,1346.568839,-250.1313715,1751.927444,-2788.455955,1439.669115,1204.700515,3706.202093,3589.38178,3122.869413,700.8645245,-61.62138007,4238.000964,3504.001523,1862.464635,2436.797657,-308.9303895,2978.705631,2722.731827,2297.859621,4279.008482,3810.492212,3482.104965
2,region,Developing economies,33608.2309,37876.10716,52579.69312,76275.29045,102174.2576,116735.7203,146305.613,185086.4116,171936.2186,207975.7467,222711.2967,212988.0128,165395.2388,194096.3038,258045.8924,322764.1519,402374.0378,523095.8703,584323.401,470957.0406,629623.5917,677349.1396,679488.6572,659070.2176,688560.7543,740915.2405,660609.1698,694955.4846,694955.8549,716170.3808,643948.7525,836570.5533
3,region,Africa,2845.173267,3543.551295,3839.975371,5443.865367,6104.516475,5665.131717,6047.850347,11030.17194,9991.920511,11893.76311,10381.78242,19972.76752,14761.36012,18156.99086,17646.79175,29265.30535,34593.75236,50863.88164,58391.17694,56866.29166,47242.96434,46440.85858,57086.83244,50637.1364,54497.57009,57922.12496,46249.85907,40175.95262,45384.22079,45678.07282,38952.19781,82990.5384
4,region,North Africa,1155.481,914.0838,1595.7831,2411.6939,2277.3567,1228.2149,1468.178,2746.909508,2993.248805,3347.94922,3250.12918,5357.612589,3871.561666,5265.553919,6443.897894,11613.38813,21594.52558,23096.86353,22205.47731,18141.53507,15745.91842,7548.344386,15758.99382,11964.39467,12038.82182,12326.72107,13841.16316,13274.57791,15406.63683,13550.08569,9800.210083,9335.19791
5,country,Algeria,40,80,30,0.001,0.001,0.001,270,260,606.6,291.6,280.1,1113.105541,1064.96,637.853027,884.749028,1145.617701,1888.45621,1743.630929,2632.047803,2754.118888,2301.225922,2580.626408,1499.446845,1696.86675,1506.733438,-584.5391991,1636.299236,1232.341924,1474.589069,1381.812315,1142.640689,869.6818189
5,country,Egypt,734,253,459,1206.5,1133.4,595.2,636.3999999,886.8999999,1075.5,1065.3,1235.4,509.8999999,646.8999999,237.4,2157.4,5375.6,10042.8,11578.1,9494.6,6711.6,6385.6,-483,6031,4256,4612,6925.2,8106.8,7408.7,8141.3,9010,5851.8,5122
5,country,Libya,158.911,91.9038,99.0931,58.1529,-72.6243,-88.4860999,-111.7219999,-67.9,-127.894,-128.0689999,141,-133,145,143,357,1038,2064,3850,3180,3310,1909,0,1425,702,0,0,0,0,0,0,0,0
5,country,Morocco,165,317,424,491,551,332,322,1204.709508,400.2428049,1380.41822,421.9620539,2807.060073,480.6907065,2314.468404,894.5627096,1653.985726,2449.446199,2804.501284,2487.094098,1951.70719,1573.856265,2568.434351,2728.361094,3298.102433,3561.002767,3254.799347,2157.149441,2686.029715,3558.878862,1719.961452,1419.20787,2153.310836
5,country,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-793,44,0.15,-7.8499999,1.4199999,60.14,-231.84,17.5,67.5
5,country,Sudan,-31.1299999,-0.62,0.09,-0.16,99.18,12,0.4,97.9,370.6999999,370.8,392.1999999,574,713.1799999,1349.19,1511.07,1617.098139,1841.833814,1504.379838,1653.120315,1726.298403,2063.730998,1734.376994,2311,1687.884179,1251.280889,1728.373403,1063.767535,1065.298481,1135.787164,825.3549923,716.9397106,462.4720155
5,country,Tunisia,88.7,172.8,583.6,656.2,566.3999999,377.5,351.1,365.3,668.1,367.8999999,779.4671258,486.5469761,820.8309595,583.6424879,639.116157,783.0865634,3307.989362,1616.251483,2758.615092,1687.810586,1512.50524,1147.906633,1603.185884,1116.541307,1063.804722,1002.737519,884.9969507,880.7877905,1035.941738,844.7969335,652.1218138,660.2332395
4,region,Other Africa,1689.692267,2629.467495,2244.192271,3032.171467,3827.159775,4436.916817,4579.672347,8283.262435,6998.671706,8545.81389,7131.65324,14615.15493,10889.79845,12891.43694,11202.89386,17651.91722,12999.22677,27767.01811,36185.69963,38724.7566,31497.04592,38892.51419,41327.83862,38672.74173,42458.74828,45595.40389,32408.69591,26901.37471,29977.58395,32127.98713,29151.98773,73655.34049
5,region,Central Africa,-1.1944619,22.2191298,161.5554205,217.645202,-59.4411522,-103.7616484,0.6394629,-103.2935495,723.4467185,487.6207649,670.4137638,1590.959194,2221.34157,2678.574478,1514.448487,2032.25384,1388.328443,5274.006892,4469.280215,5456.987494,7799.226021,5551.947023,5460.735186,5427.2359,5320.025675,8293.65557,5402.676224,8946.224237,9352.753202,8857.799246,9506.194189,9408.93009
6,country,Burundi,1.25543,0.8925,0.600088,0.47368,0.0039578,1.9819199,0,0,0,-0.5726067891,11.68324608,-0.002288183339,0,0,0.0446907076,0.5847001608,0.03159388731,0.5002449463,3.833211042,0.3484042986,0.7805809466,3.355008049,0.6049196,7.407171159,47.06101053,7.360447724,0.0554566185,0.3164830954,0,1.044957415,8.473943201,7.898029692
6,country,Cameroon,-112.831,-14.4979999,29.2038,5.12073,-9.0056899,7.2924199,101.316,78.3355999,215.1049999,-15.4947,158.8009999,73.2851,601.7459999,336.2679999,86.1221,234.007,16.384,191.017,-24.1980188,668.3289999,-0.551,355.3999999,739.177,567.239,726.548,627.442,663.7889999,814.0019999,761.5495497,1026.915328,675.1869936,849.9831157
6,country,Central African Republic,0.69785,-4.8740399,-10.6766,-9.98013,3.6022799,6.2005657,10.9255755,1.497424,7.300593947,5.976946527,0.8890749,5.1838988,5.6442865,11.3,15.1,10.1,34.67,56.75,117.11,42.28,61.52,36.9084558,70.0351573,1.8527926,3.4750079,3,7.256090484,6.888751401,18.00353546,25.60115729,34.74719647,30.1741768
6,country,Chad,9.4,4.2395399,1.96078,15.1609,27.0747,32.6115701,39.4661735,44.2939405,21.69668041,24.52497081,115.1724215,459.8663918,924.1192101,712.6634549,466.7934921,-99.34251936,-278.4139999,-321.6549999,466.1309999,374.8999999,313,281.8999999,579.7930374,520.2007513,-675.5459154,559.6420225,244.682121,363.3816364,460.8905076,566.638948,557.6925033,562.1657256
