level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6,country,Congo,22.5515582,32.7535296,2.7390325,286.054322,2.99,121.8155737,72.5791317,79.1715852,32.7772428,520.6375193,165.9044687,77.25373411,136.7785385,323.1297316,-8.487842736,585.1634602,553.5829716,1467.628691,2031.879948,1272.939054,928.4360065,186.3050103,-282.835188,609.4404818,1659.450225,3803.300133,1611.618196,4416.953734,4315.250918,3366.085012,4015.531451,3690.808232
6,country,"Congo, Democratic Republic of",-14.46,12.39,-0.73,6.87,-1.5,-22.35,24.7899999,-44.35,61.3299999,11.16,94.1903999,102.2218999,187.5986936,391.2547235,409.0328144,266.6,256.118896,1808.032721,1726.843379,663.8028875,2939.27,1686.9,3312.142743,2098.249103,1843.173236,1673.5001,1204.708617,1340.204101,1616.794884,1488.05357,1646.921056,1870.032503
6,country,Equatorial Guinea,11.0738,41.3248,6.01832,22.3017,16.9955,63.3459414,247.6385587,53.4515281,274.7681167,154.2961739,154.4995899,940.7412157,323.3915075,689.779766,340.9144685,769.1461852,469.5060146,1242.731087,-793.8723328,1636.219625,2734,1975,985.2564115,582.9487019,167.8751826,233.3250728,53.9988129,304.8272495,396.07778,452.2871121,529.8947461,491.0909291
6,country,Gabon,73.4578999,-54.5891999,126.94,-113.7159999,-99.6029,-316.6896391,-498.6159764,-318.4236271,99.16908494,-217.6875389,-42.62643685,-89.09075779,36.96333366,206.0788025,193.7287638,242.3350144,267.805,710.7189823,760.1630301,663.9985238,521.6656309,874.8731635,-220.8736658,771.1925535,1047.702947,990.7861789,1243.66016,1314.02933,1379.070816,1553.136875,1716.511506,1634.82419
6,country,Rwanda,7.66,4.58,5.5,5.8399999,0.001,2,2.22,2.5899999,7.0999999,1.74,8.0999999,18.5,1.5,4.7,7.7,7.96,30.6439664,82.2831658,102.2899999,118.67,250.5048029,119.1053858,254.9632443,257.6,458.8999999,379.8,342.3,356.4365006,381.9115985,353.8444861,274.1226086,211.8961289
6,country,São Tomé and Principe,0,0,0,-0.48,0,0.03,0.32,0.14,4.2,3.04,3.7999999,3,3.6,3.3999999,3.5,15.6999999,38,36,79.0999999,15.5,50.6,32.2,22.471527,11.1053448,41.3859821,15.4996151,30.6077707,29.1844523,23.203612,24.1917995,47.1121848,60.0570599
5,region,East Africa,132.8931367,92.08374141,98.8664959,133.3401668,218.8045916,401.039471,419.8976998,808.5433512,811.2632826,970.9583245,1854.558389,1122.470293,1022.677341,1312.246146,1419.511163,1868.311368,2409.107383,4105.66196,5180.689002,5846.996169,6180.738732,6655.983037,7355.716504,8112.571615,7308.022858,7736.626033,8301.798241,8784.194822,8053.942313,7892.9365,6061.860423,8178.679451
6,country,Comoros,0.393003,2.5061599,-1.4469799,0.190705,0.177714,0.889525,0.51,0.02,0.3842163,0.271,0.09363611508,1.145914995,0.4304234793,0.7914659326,0.6713543691,0.5586436839,0.7777279125,7.681788844,4.631825734,13.78410798,8.342262113,23.0881605,10.41204973,4.231644417,4.684558642,4.936699549,3.56982374,3.919473045,5.672348126,3.677361424,3.8735243,4.0871641
6,country,Djibouti,0.06,2.2999999,2.29,1.4199999,1.4199999,3.218527917,3.263542294,3.100365179,3.173513541,3.21290112,3.286049482,3.392958626,3.432346206,14.22454296,38.54355985,22.2033412,108.2877094,195.3511403,228.9487455,74.7227396,36.5010325,79.0002307,109.9982557,286.0044677,152.9982388,143.8321864,159.9979744,164.929862,170,174.9990153,158.230011,166.750896
6,country,Eritrea,0.00001,0.00001,0.00001,0.00001,0.00001,0,36.7,41.1,148.518,83.2220999,27.8701067,12.1316264,22.7661658,24.9997865,24.1036648,1.4315538,15.3756097,7.206504,39,91,91,39,41.3579999,43.859,46.511,49.323,52.305,55.468,61.015,67.116,73.828,70.472
6,country,Ethiopia,12,6,0.17,3.5,17.21,14.14,21.93,288.49,260.67,69.98,134.6399999,349.3999999,255,465,545.1,265.112,545.2569999,222.001,108.538,221.46,288.2719999,626.5099999,278.5629999,1343.876,1855.05,2626.52,4142.937496,4017.1,3310.3,2548.8,2380.977218,4259.445211
6,country,Kenya,57.1,18.8,6,2,4.2999999,33,10.5471417,53,11.41357735,13.8218624,110.9046111,5.302622602,27.6252336,81.7351983,46.063947,21.2129384,50.6748047,897.3969902,642.7404382,1855.194702,1882.068164,2233.93854,2175.051812,1978.360935,1513.900102,1463.737592,1138.612882,1403.567589,1139.438224,1098.375947,716.7562236,448.1227281
6,country,Madagascar,22.3850223,13.6817622,21.1267605,15.3588383,5.7265569,9.7087378,10.1626016,13.7608366,16.1419999,58.381,82.9526,93.0592,61.10993201,95.45113177,95.19172116,86.01968018,294.5127636,740.5260742,1392.70123,1269.409215,764.685758,788.0782373,777.6365964,551.3164112,313.6822674,435.8242269,450.6262707,357.8622064,352.5516226,474.3114254,358.4671414,300.1740762
6,country,Mauritius,40.97285296,18.97484715,14.77845173,15.35584769,20.04409701,18.69287888,36.66126219,55.27774216,12.17036849,49.35320697,276.7661222,-25.64428256,32.10733596,62.07551565,11.16424532,41.56467613,105.3043229,339.0528746,382.9148625,247.8426023,429.9417887,433.3310109,589.0183028,293.3691571,455.5621518,216.4551883,378.7644323,479.9958903,460.5113682,444.0777609,224.6680828,253.1892528
6,country,Mayotte,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Reunion,0.029924,7.4080565,39.3877865,0.1156186,0.0298895,0,0,0,0.7085518,1.462435,0,0.2059781,0.1001268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Seychelles,0.2623245704,21.55290577,1.620467065,18.83414744,30.74432441,45.88080143,28.80615214,53.39364227,53.20978528,55.21676793,24.3269826,64.7402749,47.7177771,58.4255047,37.4466703,85.8796027,145.5859532,181.628,182.103,171.402,210.805,207.363,261.36,170.254,229.97,194.545,155.24,191.9476607,119.5235314,143.7418556,122.2948358,156.8992684
6,country,Somalia,5.5899999,-0.15,-0.06,2,1,1,1.3,1.1,0.04,-0.81,0.27,0.04,0.14,-0.85,-4.79,24,96,141,87,108,112,102,107.33,258,261,303,330,369,408,447,464,455.5
6,country,Uganda,-5.91,1,3,54.5649999,88.152,124.509,121.507,141.500765,132.63327,140.2470512,180.8121074,151.496,184.648,202.193,295.416,379.8083407,644.2624999,792.3057809,728.8609007,841.5708027,543.8727273,894.293858,1205.388488,1096,1058.56454,737.6521402,625.7043619,802.704141,1055.353353,1273.601881,873.8777071,1142.212296
6,country,United Republic of Tanzania,0.01,0.01,12,20,50,150,148.5099999,157.8,172.1999999,496.6,1012.626174,467.1999999,387.6,308.1999999,330.6,935.5205917,403.0389913,581.5118069,1383.25,952.61,1813.25,1229.38,1799.6,2087.3,1416.1,1560.8,864.04,937.7,971.576866,1217.235252,684.8876793,921.8265584
5,region,Southern Africa,4.565653124,1147.994671,582.4383713,559.6250019,880.4054546,2278.861507,1544.083636,4859.926855,2956.88349,4749.201075,2475.619065,9826.741237,4732.506035,5557.801037,4645.595358,6655.202503,2182.050221,8811.379237,13951.79597,12806.85784,5512.654416,7646.274902,12231.10124,10915.60615,17826.96345,19374.34076,6978.398112,-941.0844567,4468.666488,4513.886964,4243.611992,42219.17115
6,country,Angola,-334.5,664.1,288,302,170.0999999,472,180.63,411.6499999,1114,2471.401,878.601,2145.501,1743.504,3576.97178,2197.22782,-1303.83693,-37.7148599,-893.342152,1678.97101,2205.29818,-3227.211182,-3023.770966,-1464.627991,-7120.017424,3657.514667,10028.21516,-179.5176189,-7397.295409,-6456.076413,-4098.478748,-1866.468113,-4150.064316
6,country,Botswana,95.9,-8.2114802,-1.5,-287.3999999,-14.1545452,70.41313605,71.17501952,100.0887486,95.31813492,36.67437936,61.24330139,30.68191933,403.4139037,417.9857089,391.0666988,278.5914859,486.3900373,494.5869316,520.9177751,208.6993468,218.3799983,293.2077746,146.4941765,67.13663298,515.1840884,378.5538701,142.5225765,260.5750454,285.9550619,93.60712713,31.80719524,55.155207
6,country,Eswatini,28.4608802,85.3676204,84.3559357,71.896425,63.2747351,43.4950492,21.72421413,-15.32131353,152.7238128,100.3849755,105.7950987,28.17922263,96.43572059,-63.88842989,69.58538258,-45.85388712,121.0358042,37.49985805,105.7228835,65.6976257,119.6385302,108.3897047,31.53813834,84.67257794,25.53729587,41.32133838,21.38486769,-56.01018282,36.47444928,130.2214964,40.91949497,125.8652824
6,country,Lesotho,16.11706322,7.24291281,7.643731964,15.33169714,42.58195333,23.4071942,28.02749253,31.68430282,26.77143705,32.73601027,32.4007,29.68,28.4012999,43.9365999,56.68,27.3999999,24.3,75.5999999,11,91.2999999,9.5,61.2,56.7,50.3999999,94.5,206.5,159.1999999,123.0999999,128.6999999,35.7325934,29.5926006,26.6322566
6,country,Malawi,23.3,-28.6999999,-7.0999999,8,24.99263219,5.64306096,15.76759186,14.90063427,12.1,58.49986731,39.6317699,39.370078,38.7190554,13.2620926,58.9487571,99.140819,121.6227215,34.5571841,123.9260419,194.5330017,46.0891676,93.2735529,80.9328928,88.5212935,387.1045543,509.6792059,116.0991915,90.19969121,959.3956336,55.2678496,45.2389337,50.2533916
6,country,Mozambique,9.1999999,22.5,25.3,32,35,45,72.5,64.4,234.9,381.6999999,139.3,255.4354914,347.2528305,336.6984008,475.5135728,107.8533189,112.6006603,398.655636,591.5992294,898.2848824,2531.661755,3558.543611,5629.409703,6175.124643,4901.790089,3866.831987,3093.4,2293.1,2703.031294,2211.654426,3034.562056,5101.667955
6,country,Namibia,29.56727425,120.4858546,118.2324045,55.29815711,97.97792044,152.9876567,128.6938723,83.76808826,77.29348007,19.60625127,186.4055748,365.1721767,181.3634768,148.7488681,225.8472156,385.2410553,386.575747,732.9598488,720.2665333,841.1825304,283.7998944,817.0654447,1060.806972,769.8646434,441.1737665,887.995532,355.5902318,279.9460362,208.556758,-178.9256711,-155.9037854,411.6190272
6,country,South Africa,-78.45956434,248.0697637,3.506299066,10.09872266,379.6327588,1241.21541,817.5654459,3816.656395,561.4766256,1503.237591,887.3416208,6783.921349,1569.155749,733.6660167,798.0259115,6646.926642,311.4501111,6538.06193,9209.172495,7502.062271,3635.596253,4242.86578,4558.847353,8300.10378,5770.658991,1729.376993,2235.001472,2008.360978,5449.554014,5124.986962,3062.256423,40888.77232
6,country,Zambia,202.78,34.34,45,314.3999999,40,107,127.1,217,238,85.9609999,121.7,145,298.36,346.62,364,356.94,615.7899999,1323.9,938.62,694.7999999,1729.3,1108.5,1731.5,2099.8,1488.7,1304.866667,662.9068877,1107.519805,408.4384917,859.8209279,-172.7528133,-456.7299731
6,country,Zimbabwe,12.1999999,2.7999999,19,38,41,117.7,80.9,135.0999999,444.3,59,23.1999999,3.7999999,25.8999999,3.7999999,8.6999999,102.8,40,68.9,51.6,105,165.9,387,399.5,400,544.7999999,421,371.8105035,349.4195797,744.6371991,280,194.36,166
5,region,West Africa,1553.427939,1367.169953,1401.331983,2121.561096,2787.390881,1860.777487,2615.051548,2718.085778,2507.078215,2338.033725,2131.062022,2074.984205,2913.273507,3342.815278,3623.338852,7096.14951,7019.740725,9575.97002,12583.93445,14613.9151,12004.42675,19038.30923,16280.28568,14217.32807,12003.73629,10190.78153,11725.82333,10112.04011,8102.221952,10863.36442,9340.321127,13848.5598
6,country,Benin,62.3767285,120.7804131,77.5731793,1.4055508,13.6490125,8.0136552,13.4883648,13.7063986,32.7145259,39.26431584,59.73656415,43.8585123,13.50812353,44.73158981,63.84432645,53.04397613,53.20048194,255.2439454,169.8350845,134.2860652,176.8040914,161.091348,281.564834,360.3433831,405.7373285,149.7556121,131.790684,200.9027192,194.0736833,218.2078716,174.019952,242.3501199
6,country,Burkina Faso,0.46,0.57,3.1130521,3.1783813,18.3715924,9.8167277,16.2251344,9.765809,4.4071382,7.92595083,23.10752048,6.267060825,15.02608366,29.12250516,14.34831578,34.1518348,33.59406376,343.5350233,105.7714854,100.8966805,34.61901118,143.6573095,329.3008989,490.4034144,356.4038229,231.9017029,390.6221139,2.57269032,268.4149081,162.969543,-102.2436256,137.3723876
6,country,Cabo Verde,0.252601,1.7443299,0.450472,3.64407,2.1284399,26.1805999,28.5279999,11.5766066,8.760716195,61.12945837,43.44576577,12.68305292,38.52445077,12.41325197,35.52927557,53.43892067,102.8544422,210.9789586,309.5749831,164.8307729,240.3228601,266.7484519,137.7493299,72.0880824,183.5600723,120.3906157,125.9806521,111.1092921,112.2664368,103.2325464,73.70285106,117.5420752
6,country,Côte d'Ivoire,48.4344296,18.5248859,69.0538437,175.1535334,117.5385668,211.7608404,269.1945296,415.4580764,760.0991267,235.3487662,234.7017315,272.6798983,212.5804175,165.3905712,282.979831,311.920344,318.8643883,426.7767236,446.1473186,377.128928,338.9416428,301.5767188,330.275245,407.5905343,439.356961,494.4087541,577.8715193,975.0149981,620.3306458,935.6845969,712.9158939,1382.342951
6,country,Gambia,14.1199999,8.0299999,12.93,11.19,8.75,15,18.35,20.57,23.6999999,49.4799999,43.52,35.4799999,42.8269999,10.70428003,55.52628862,53.6503426,82.20817582,76.46148094,70.10237739,39.44209665,37.11502213,36.0999999,41.2,25.5,35.5999999,12.5,-27.7,18.4448359,51.94,71.0833058,189.5761907,251.8226288
6,country,Ghana,14.8,20,22.5,125,233,106.5,120,81.7999999,167.4,243.6999999,114.9,89.2999999,58.8999999,110.02,139.27,144.97,636.0099999,855.3999999,1220.42,2897.1,2527.36,3237.39,3293.43,3226.33,3356.99,3192.3,3485.3,3255,2989,2827,1875.782954,2613.804735
6,country,Guinea,17.8599999,38.77,19.69,2.72,0.21,0.77,23.77,17.3009999,17.849,63.45,9.9399999,1.6799999,30,82.7999999,97.9,105,125,385.8999999,381.88,0,0,956.06,0.29,-131.9,-73.7586037,53.2724584,1618.44726,577.59,352.76,44.4,176.35,173.033145
6,country,Guinea-Bissau,2.02,2.0899999,5.83,3.2999999,0.43,0.04,1.03,11.4791088,4.4071382,0.7308766134,0.7022708631,0.3956133303,3.545254725,3.489332416,9.180650596,7.996693638,17.32678001,18.58045724,5.142863523,17.45286815,33.22383232,25.02405344,6.624918956,19.64528744,28.8911559,18.58302195,23.99859117,15.69119794,20.56381823,71.65868036,20.9897216,23.81523833
6,country,Liberia,225.24,8.41,-10.85,-53.6199999,17.3799999,4.5999999,-132.13,213.8199999,190.31,256.2599999,20.8,8.3,2.7999999,372.22,75.3575,82.8081999,107.851,131.5999999,283.8009999,217.8034591,449.9588262,785.2999999,984.6,1061.27,276.6999999,626.96,453.18,247.84,129.13,86.68,86.96,45.68
6,country,Mali,5.72972,1.20522,-21.8745,4.1672111,17.4710242,111.3898082,43.3973476,69.7313031,8.86852,2.178012308,82.43957661,121.7315859,243.8047714,132.2608396,101.0022999,223.8031501,83.39230048,72.7944966,180.2815958,748.3470497,405.9021517,556.1472961,397.8664596,307.9409132,144.2148312,275.5255351,356.4765889,563.2084704,467.2953914,720.6388353,536.8518124,659.671538
6,country,Mauritania,6.73622,2.26979,7,16.8,2.834766,6.8264999,-0.43554,-3.3299199,-0.2985608,15.11946,40.096,76.7,67.34035232,101.9579516,404.1020257,811.8691814,154.6016381,139.3728223,342.770662,-3.072044396,130.5283913,588.7495642,1388.587418,1125.683738,501.0379057,502.0739412,271.1978405,587.2437659,772.8904772,886.9163586,927.9162657,22.1775749
6,country,Niger,40.8132,15.1574,56.3900999,-34.3513,-11.2589,14.4245794,2.3458025,16.6190083,-1.1865372,0.2761089428,8.437082149,22.89509835,2.404632504,11.47109429,20.32236388,30.29378085,50.54409149,129.0387195,340.4271949,790.7625385,940.3162271,1065.789864,841.2757797,719.3384761,822.9670231,529.478696,301.3324781,338.7107099,466.0422733,717.1476396,360.6535743,754.5516625
6,country,Nigeria,1002.5,1123.9,1156.7,1878.1,2287.4,1271.05336,2190.68466,1642.472174,1210.105259,1177.707927,1309.665175,1277.420643,2040.182095,2171.390315,2127.086142,4978.26,4897.81,6086.73,8248.64,8649.526667,6098.96303,8914.89,7127.38,5608.463733,4693.828632,3064.168905,3453.258408,2412.974916,775.2474,2305.099812,2385.277666,4844.308053
6,country,Saint Helena,0,0,0,0,0,0,0,0,0,0,-3.8399999,0.23,0,0,-0.65,0.18,0.06,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Senegal,56.9298293,-7.443984,21.5344626,-0.7063069,66.8221647,35.0597418,5.4735393,176.8125427,60.3438923,153.24696,62.93751475,31.94236596,78.05299374,52.49483827,77.02849788,44.58848688,220.3197613,297.4271127,397.6328982,320.0327837,266.1076529,338.2189011,276.1754031,311.3667712,403.0980563,409.1661244,472.4097959,588.2929975,847.8415754,1065.46282,1845.663881,2231.904247
6,country,Sierra Leone,32.4346999,7.50447,-5.59905,-7.46292,-2.87419,7.2870543,0.6639282657,1.800033011,0.1048848186,0.5332003104,39.00091773,9.835762656,10.41342906,8.615054047,61.15322252,83.18225077,58.76802469,96.57770527,57.62382149,110.8455097,238.4372903,950.4782533,722.4468467,429.6644863,375.0896951,252.4359045,137.965734,128.8834499,217.8129189,301.4854413,135.1108098,218.2981255
6,country,Togo,22.7205112,5.6574278,-13.1095764,-6.9571236,15.5384047,32.054621,14.4657825,18.5036381,19.4931113,31.68268911,41.47190355,63.58461146,53.36390297,33.73365451,59.35811163,76.99234835,77.33557727,49.16257535,23.88316343,48.53172267,85.82671919,711.0874697,121.5185485,183.5992504,54.01941071,257.8602555,-46.30833572,88.56006582,-183.3875768,345.6969668,-59.20681995,129.885315
3,region,Asia,21932.86593,22921.20226,32481.83845,56836.63529,68232.90948,80676.45846,96558.2071,108028.7985,90617.44484,107118.2558,132385.6537,119982.071,94114.87242,129971.8312,171867.7438,215995.091,293705.9198,354751.7684,387837.6019,328319.9583,422569.8154,431279.0284,422720.671,423692.9164,471994.123,530810.4977,478147.5873,501381.7758,496897.8112,511631.7704,518893.1108,618983.3817
4,region,East and South-East Asia,20919.7516,20321.69614,28501.27247,51956.86906,63475.98331,73937.25304,86988.7772,94839.6865,80610.66697,99648.21042,122026.1721,102411.853,74499.11743,103043.4936,130409.8842,152252.8376,188233.4559,230417.5685,225728.0307,196450.9207,305183.4217,311033.5985,319813.4841,328915.0185,378399.8651,432552.8187,371986.558,407841.1983,403110.1414,407315.5992,406836.0543,504231.9549
5,region,East Asia,8098.902488,6682.411424,15762.1889,35371.53091,42980.08882,45304.8825,54073.60649,58900.00689,59685.04624,68636.89432,100274.8829,80250.43783,58311.05276,72389.53632,92324.36248,109513.7534,123695.0061,152392.8313,175665.9119,153967.2081,192303.0864,224008.6931,202831.2957,208568.9506,248225.7861,313503.9053,258664.9118,253391.3141,254334.0996,232339.1106,284726.3371,328918.0114
6,country,China,3487.11,4366.34,11007.51,27514.95,33766.5,37520.53,41725.52,45257.04,45462.75,40318.71,40714.81,46877.59,52742.86,53504.7,60630,72406,72715,83521,108312,94065,114734,123985,121073,123911,128502,135577,133711,136315,138305,141225,149342,180957
6,country,"Hong Kong, China",3275.072298,1020.860063,3887.467096,6929.625915,7827.938821,6213.362504,10460.17371,11368.14793,13939.36733,25355.33355,54581.91774,29060.6828,3662.173737,17830.80232,29153.8264,34057.83219,41810.64725,58403.47014,58315.38636,55535.20173,70540.73987,96580.80678,70179.79944,74294.22383,113037.7814,174352.8881,117386.969,110684.5026,104245.7103,73714.02734,134709.8521,140695.9766
6,country,"Korea, Democratic People's Republic of",6.2401902,2.3713615,5.7118033,5.8549998,0.27,0,2.072786,-0.4910394,59.9189003,-2.9692306,-2.7538235,-19.8409546,5.5962143,57.2136025,64.9591858,-5.979987,-235.7909335,22.053453,170.9652776,86.3480977,13.5852203,103.1249866,205.2128874,119.7426439,64.0974251,78.207032,89.3172717,-12.8324219,1.9535285,29.8950103,6.3387056,18.1168579
6,country,"Macao, China",0.48,10.72,-19.5,-3.6,3.48,2.1899999,5.94,2.31,-17.89,9.4199999,-0.79,160.0049791,377.6718039,412.2803955,484.6568946,1243.281164,1735.689745,2304.547745,2590.86222,852.0492768,2831.339303,725.5983567,3893.810405,4586.282084,3456.139314,1010.490222,1942.030579,1509.29392,2493.694834,6686.845252,-7103.969648,-297.7521339
6,country,Mongolia,0,11.1199999,2,7.7,6.9,9.8,15.9,25,18.8999999,30.3999999,53.6989999,63.0009999,77.751,131.5399999,92.92,187.62,245.4599999,372.7599999,844.6979999,623.609,1691.422,4571.163,4272.473,2059.702,337.7679999,94.3199999,-4156.405,1494.35,2173.741,2443.343,1719.115942,2139.670045
6,country,Taiwan Province of China,1330,1271,879,917,1375,1559,1864,2248,222,2926,4928,4109,1445,453,1898,1625,7424,7769,5432,2805,2492,-1957,3207,3598,2828,2391,9692,3401,7114,8240,6053,5405
5,region,South-East Asia,12820.84911,13639.28472,12739.08357,16585.33815,20495.89449,28632.37054,32915.17071,35939.67962,20925.62074,31011.3161,21751.28921,22161.41513,16188.06467,30653.95723,38085.52169,42739.0842,64538.44982,78024.73718,50062.11885,42483.7126,112880.3353,87024.9054,116982.1883,120346.0679,130174.0789,119048.9133,113321.6462,154449.8841,148776.0417,174976.4886,122109.7172,175313.9435
6,country,Brunei Darussalam,7,5,7,8,5.8899999,582.7605633,653.6,701.74,573.25,747.8686686,549.6072507,526.4256512,1035.528459,3298.074255,205.6084718,289.4836442,434.0295376,260.167097,322.5865634,370.0818798,480.722547,691.1702744,864.9055275,775.6419991,567.8897272,173.2433396,-149.6412929,460.0837141,517.3031146,374.5732907,577.4431164,204.7493272
6,country,Cambodia,0,0,33,54.1199999,68.9,150.6999999,293.6999999,168.0999999,242.823,232.239,148.5039999,149.3969999,145.1059999,83.9809999,131.416,381.18,483.209,867.2889999,876.8844922,984.7130669,1404.315449,1538.883425,2003.849,2068.471,1853.471,1822.804,2475.916,2785.731,3207.587,3661.927918,3624.64499,3484.372172
6,country,Indonesia,1092,1482,1799,2003,2191,4419,6245,4729,-207,-1838,-4550.37,-2977.39,145.09,-596.9199999,1895.89,8336.257,4914.221,6928.471,9318.454,4877.87,13770.58,19241.25,19137.87,18816.66,21810.52,16641.45,3921.23,20579.23,20563.47,23883.25,18590.96,20081.25
6,country,Lao People's Democratic Republic,6,6.9,7.7999999,29.8999999,59.2,95.0999999,159.8,86.2999999,45.2999999,51.6082665,33.89,23.8999999,4.5,19.3999999,17,27.6999999,187.4,323.5,227.6999999,189.5,278.8,300.75,617.7553945,681.3972571,867.6461217,1077.759915,935.2961728,1686.275786,1358.019506,755.5241242,967.7060862,1071.913716
6,country,Malaysia,2611,4043,5138,5741,4581,5815,7297,6323,2713.995728,3895.263158,3787.631579,553.9473684,3203.421053,2473.157895,4624.210526,4065.390577,6060.226052,8594.734071,7171.978488,1453.039296,9060.042098,12197.57647,9238.830614,12115.46728,10877.3452,10082.34106,11335.92773,9398.81454,7618.337699,7812.77716,3159.514897,11619.80746
6,country,Myanmar,225.0999999,235.0999999,149,91.7,135.1999999,317.6,580.7,878.7999999,683.6,304,91.1149999,15.2899999,17.709,1855.15,729.9299999,110.3499999,724.245,2.194,603.4249999,27.1499999,6669.403,1117.686,496.877,584.298,946.2229999,3141.38,2929.606,4408.891,2891.919,2508.877,1907.154041,2066.60647
6,country,Philippines,550,556,776,1238,1591,1459,1520,1249,1752,1247,2240,195,1542,491,688,1850.936,2928.791,2823.719,1544.028,1990.338,1070.38694,2007.150725,3215.415155,3737.37174,5739.574024,5639.155962,8279.548275,10256.4424,9948.598824,8671.365874,6822.133291,10518.03673
6,country,Singapore,5574.749108,4887.09444,2204.33771,4686.314434,8550.188551,11942.80997,11432.37071,15701.73962,5958.652008,18852.95228,14751.79238,17301.64311,5338.352163,16353.24708,22324.8907,17747.77698,37480.37988,42608.91779,11810.14376,18531.87671,57460.08463,39890.36238,60102.98636,56671.62151,73286.61063,59700.10838,67502.00861,82482.52989,73932.00983,106323.2411,75436.71208,99099.28149
6,country,Thailand,2575,2049,2151,1807,1369,2070,2338,3882,7492,6106.384723,3410.119,5073.202,3355.416,5222.348,5858.576,7975.102,8917.470352,8626.050219,8568.223056,6409.212645,14657.48464,2474.001122,12897.16828,15945.52415,4975.455214,8927.67569,3486.275654,8285.16982,13190.87077,4790.372101,-4848.929882,11422.60306
6,country,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0.942,4.519,0,0.908,8.4779999,8.695,39.698,49.9309999,28.5159999,47.075,38.5309999,49.615,49.344,42.9949999,5.479,6.716,47.926,74.5799999,72.3785864,85.3231072
6,country,Viet Nam,180,375.190278,473.945856,926.3037149,1944.515936,1780.4,2395,2220,1671,1412,1289,1300,1400,1450,1610,1954,2400,6981,9578.997494,7600,8000,7519,8368,8900,9200,11800,12600,14100,15500,16120,15800,15660
4,region,South Asia,212.8013324,446.9391184,754.3819734,1354.268129,1949.959489,2816.345383,3379.97025,5413.6109,3926.5707,3249.482345,4866.284758,6747.142387,10570.66549,8376.23338,10864.7833,14182.11403,28589.52589,34594.65224,56591.64915,42466.31576,34862.51151,44331.55931,32364.8308,35612.52251,41449.47313,51227.32313,54281.00524,51639.92326,52262.4541,59085.77724,70957.31181,52416.83082
5,country,Afghanistan,0.00001,-0.28,0.36,-0.02,0.02,-0.0933266,0.69,-1.46,-0.01,6.04,0.17,0.68,50,57.7999999,186.9,271,238,188.69,46.03374,197.5127275,54.200551,57.620844,40.863937,48.311346,42.9752625,169.146608,93.5913153,51.5338968,119.4351057,23.4045536,12.970148,20.6009761
5,country,Bangladesh,3.23878,1.3904399,3.7218499,14.0498999,11.1478,92.2999999,231.61,575.2899999,576.46,309.12,578.6399999,354.47,335.47,350.25,460.3999999,845.2599999,792.48,666.36,1086.31,700.1599999,913.32,1136.38,1292.56,1599.16,1551.28,2235.39,2332.72,2151.56,3613.3,2873.95,2563.58,2895.56
5,country,Bhutan,1.6,0.6,0,0,0,0.05,1.3999999,-0.7,0,1.05027476,0,0,2.425411898,3.370306526,8.859907539,6.210884351,72.16203922,40.19639975,4.434138023,12.77262375,26.24735296,33.48539107,53.8107984,17.99592179,23.4347091,6.494769893,-33.69945831,-10.3183564,6.767913424,3.476658136,0.6100899577,1.572302075
5,country,India,236.69,75,252,532,974,2151,2525,3619,2633,2168,3587.989747,5477.637624,5629.671078,4321.076437,5777.8072,7621.768707,20327.76392,25349.89177,47102.41725,35633.93949,27417.07664,36190.45603,24195.76692,28199.42198,34582.09681,44064.10172,44480.57175,39903.8404,42156.19337,50558.331,64072.23849,44735.14656
5,country,"Iran, Islamic Republic of",-361.9499999,22.59,8.5,207.55,0.294,8.7629999,20.4899999,43.012,37.596,15.621,193.5749999,408.11876,3519.38036,2877.4815,3037.29984,2889.19167,2317.5385,2017.79175,1979.98801,2983.42191,3648.97241,4276.71869,4661.7344,3049.945,2105.494,2050,3372,5019,2373,1508,1342,1425
5,country,Maldives,5.5999999,6.5,6.5999999,6.9,8.7428699,7.23071,9.31525,11.4088999,11.5,12.3,22.2648385,20.4982048,24.6711804,31.7689856,52.9337017,73.2309846,95.229413,132.4320807,181.2554317,157.9635867,216.4689456,423.5,228,360.8159999,333.375,297.9759933,456.6390573,457.8083136,575.6580282,956.153656,348.3448319,443.4731791
5,country,Nepal,5.94,2.22,0,0,0,0,19.16,23.0599999,12.0246999,4.35107,-0.484827,20.85,-5.95254,1.7861505,-0.417346,2.4517799,-6.6479799,5.8902356,1.0105831,38.5454292,86.6256087,95.486355,91.9777409,71.3212672,30.1883465,51.5580293,106.1335713,197.7759642,67.0556752,184.995134,126.4925756,195.955631
5,country,Pakistan,278.3311425,271.9186785,360.5691236,399.3022291,789.3408189,492.095,439.305,711,506,532,309,383,823,534,1118,2201,4273,5590,5438,2338,2022,1162,859,1333,1887,1673,2576,2496,1737,2234,2057,2102
